launch_id,creator_id,product_name,niche,product_type,price_usd,follower_tier,email_list_size,used_email_launch_sequence,number_of_launch_emails,ai_generated_emails,launch_duration_days,units_sold,gross_revenue_usd,cart_abandonment_rate,cart_recovery_rate,recovery_revenue_usd,total_revenue_usd,refund_rate,affiliate_partners,affiliate_revenue_usd,launch_date,platform_promoted_on
LNC0556,CRE0437,Habit Tracker Notion,Personal Development,Template,47,Mid,16296,False,0,False,7,513,24152.14,0.767,0.01,185.25,24337.39,0.06,12,1420.28,2025-09-21,LinkedIn
LNC0557,CRE0520,Composition Guide,Photography & Videography,Preset Pack,197,Mid,15094,False,0,False,3,459,90608.48,0.779,0.01,705.84,91314.32,0.049,7,5350.38,2024-04-21,Substack
LNC0558,CRE0355,Lightroom Preset Pack,Photography & Videography,Preset Pack,297,Mid,22109,True,5,True,14,988,293619.91,0.65,0.074,14123.12,307743.03,0.031,15,45775.71,2024-06-16,LinkedIn
LNC0559,CRE0539,Baking Masterclass,Food & Cooking,Course,297,Macro,57854,True,4,False,14,2635,782747.95,0.574,0.07,31450.81,814198.76,0.028,6,131583.58,2025-02-24,Instagram
LNC0560,CRE0476,Budget Spreadsheet,Finance & Investing,Preset Pack,67,Mid,13687,False,0,False,14,170,11429.79,0.769,0.01,87.9,11517.69,0.032,8,2464.49,2025-10-28,Instagram
LNC0561,CRE0423,Cat Behaviour PDF,Pet Care,Bundle,97,Micro,3051,False,0,False,14,43,4246.95,0.603,0.01,25.61,4272.56,0.07,8,54.41,2026-02-06,Twitter/X
LNC0562,CRE0490,Accent Reduction Guide,Language Learning,Template,97,Mid,43961,True,4,True,5,1197,116111.19,0.647,0.063,4732.81,120844.0,0.076,5,10405.43,2024-06-12,Twitter/X
LNC0563,CRE0596,Camera Settings PDF,Photography & Videography,Guide,37,Mid,10797,False,0,False,10,385,14266.02,0.633,0.01,90.3,14356.32,0.019,3,4236.38,2024-03-20,Twitter/X
LNC0564,CRE0356,Grammar Cheat Sheet,Language Learning,Template,27,Micro,3533,False,0,False,10,113,3062.89,0.557,0.01,17.06,3079.95,0.077,6,548.38,2024-05-03,TikTok
LNC0565,CRE0041,Dev Roadmap PDF,Technology & Software,Template,127,Micro,1838,True,6,True,14,29,3685.64,0.766,0.069,194.8,3880.44,0.052,4,336.8,2025-05-28,Twitter/X
LNC0566,CRE0021,Confidence Course,Personal Development,Guide,17,Macro,83304,False,0,False,14,1169,19880.19,0.743,0.01,147.71,20027.9,0.051,8,151.02,2024-03-20,YouTube
LNC0567,CRE0232,Options Playbook,Finance & Investing,Bundle,127,Micro,244,True,6,True,3,4,588.46,0.598,0.098,34.49,622.95,0.075,11,167.54,2024-10-03,LinkedIn
LNC0568,CRE0439,Portfolio Template,Photography & Videography,Preset Pack,37,Micro,6663,True,7,True,7,262,9705.22,0.686,0.05,332.89,10038.11,0.023,18,1444.59,2024-05-28,Substack
LNC0569,CRE0238,Eco Swap Checklist,Sustainable Living,eBook,17,Mega,112385,True,7,True,10,2984,50737.89,0.782,0.048,1904.5,52642.39,0.052,13,11468.23,2025-05-05,LinkedIn
LNC0570,CRE0316,Script Template,Comedy & Entertainment,Template,47,Macro,57140,True,5,True,5,702,33026.91,0.771,0.097,2469.98,35496.89,0.064,8,4803.22,2024-06-13,Twitter/X
LNC0571,CRE0493,Meal Prep Guide,Food & Cooking,eBook,27,Micro,3697,False,0,False,3,56,1534.99,0.733,0.01,11.25,1546.24,0.031,3,6.48,2024-05-05,YouTube
LNC0572,CRE0111,Ranking Course,Gaming & Esports,Guide,127,Mid,39875,False,0,False,14,1675,212789.5,0.719,0.01,1529.96,214319.46,0.075,16,41178.3,2025-11-11,Substack
LNC0573,CRE0520,Content Calendar,Comedy & Entertainment,eBook,37,Nano,197,True,5,True,3,8,323.83,0.796,0.059,15.21,339.04,0.077,4,23.12,2025-12-27,YouTube
LNC0574,CRE0332,Family Budget Sheet,Parenting & Family,eBook,67,Mid,3490,True,4,False,5,47,3182.77,0.784,0.07,174.67,3357.44,0.064,13,131.12,2025-09-02,TikTok
LNC0575,CRE0078,DIY Tutorial Bundle,Home Decor & Interior Design,Guide,297,Micro,4802,False,0,False,10,168,49953.94,0.665,0.01,332.19,50286.13,0.038,19,7836.31,2025-10-09,Instagram
LNC0576,CRE0505,Activity Ideas Bundle,Parenting & Family,Bundle,27,Mid,31978,True,6,False,3,1073,28983.61,0.589,0.103,1758.35,30741.96,0.049,0,3141.06,2025-03-18,Substack
LNC0577,CRE0382,Accent Reduction Guide,Language Learning,Course,47,Macro,42790,False,0,False,10,780,36694.93,0.607,0.01,222.74,36917.67,0.036,11,1568.11,2025-10-05,Instagram
LNC0578,CRE0062,Study System PDF,Education & Online Courses,Course,127,Micro,2761,False,0,False,10,128,16353.15,0.757,0.01,123.79,16476.94,0.078,20,1521.98,2025-06-10,Instagram
LNC0579,CRE0020,Pro Settings Pack,Gaming & Esports,Course,27,Mid,6577,True,3,True,5,222,5997.69,0.689,0.074,305.8,6303.49,0.037,15,1594.65,2026-01-23,Substack
LNC0580,CRE0101,Capsule Wardrobe Guide,Beauty & Fashion,eBook,47,Mid,6092,True,4,True,5,299,14081.63,0.626,0.049,431.94,14513.57,0.02,8,1005.35,2024-07-28,Twitter/X
LNC0581,CRE0112,Travel Hacking Guide,Travel & Adventure,Template,97,Mid,20945,False,0,False,7,475,46155.8,0.712,0.01,328.63,46484.43,0.011,0,9159.38,2024-05-15,Twitter/X
LNC0582,CRE0137,Pet First Aid Guide,Pet Care,Preset Pack,67,Micro,6575,True,5,True,5,236,15853.19,0.792,0.101,1268.13,17121.32,0.057,14,2927.01,2025-03-10,Twitter/X
LNC0583,CRE0205,Camera Settings PDF,Photography & Videography,eBook,197,Mega,258597,True,3,False,10,5535,1090570.68,0.746,0.048,39051.15,1129621.83,0.013,10,245110.32,2025-06-27,YouTube
LNC0584,CRE0277,Financial Freedom Course,Finance & Investing,Guide,97,Micro,7924,True,4,False,14,225,21880.85,0.718,0.1,1571.05,23451.9,0.015,2,2727.4,2025-06-06,YouTube
LNC0585,CRE0422,Packing List PDF,Travel & Adventure,eBook,97,Micro,1801,False,0,False,3,50,4858.89,0.675,0.01,32.8,4891.69,0.05,15,180.16,2024-05-03,Instagram
LNC0586,CRE0098,Capsule Wardrobe Guide,Beauty & Fashion,eBook,197,Mid,17700,False,0,False,10,292,57662.58,0.634,0.01,365.58,58028.16,0.027,14,13067.5,2025-05-03,Twitter/X
LNC0587,CRE0576,Goal Setting Workbook,Personal Development,Bundle,17,Mid,30757,True,5,True,7,699,11889.07,0.636,0.103,778.83,12667.9,0.034,19,1392.25,2026-02-05,YouTube
LNC0588,CRE0302,Lightroom Preset Pack,Photography & Videography,Preset Pack,47,Micro,1460,True,4,True,5,51,2439.92,0.651,0.073,115.95,2555.87,0.067,1,547.68,2025-03-27,YouTube
LNC0589,CRE0539,Furniture Layout PDF,Home Decor & Interior Design,Course,127,Mega,113225,False,0,False,14,1854,235541.19,0.767,0.01,1806.6,237347.79,0.074,0,43026.01,2025-07-02,YouTube
LNC0590,CRE0163,Pro Settings Pack,Gaming & Esports,Bundle,17,Mid,8339,False,0,False,7,141,2411.55,0.657,0.01,15.84,2427.39,0.013,6,516.43,2025-09-12,TikTok
LNC0591,CRE0146,Accent Reduction Guide,Language Learning,eBook,127,Mid,12771,True,5,True,14,551,69999.24,0.796,0.065,3621.76,73621.0,0.053,7,15513.94,2026-02-14,LinkedIn
LNC0592,CRE0100,AI Prompts Bundle,Technology & Software,Bundle,17,Micro,2651,True,7,False,10,125,2138.6,0.781,0.08,133.62,2272.22,0.041,1,602.18,2025-04-30,Instagram
LNC0593,CRE0235,Vocal Warm-Up Guide,Music & Audio Production,Preset Pack,37,Nano,845,False,0,False,3,27,1027.88,0.585,0.01,6.01,1033.89,0.042,13,109.81,2024-12-24,TikTok
LNC0594,CRE0580,Knife Skills Course,Food & Cooking,Bundle,27,Micro,6671,True,3,False,3,266,7204.58,0.596,0.045,193.23,7397.81,0.066,6,356.61,2024-06-04,Instagram
LNC0595,CRE0540,Research Template,Education & Online Courses,Template,37,Mid,28430,True,6,False,3,1355,50139.69,0.609,0.064,1954.24,52093.93,0.063,14,11065.57,2025-10-03,Instagram
LNC0596,CRE0059,Automation Course,Technology & Software,eBook,17,Mid,26394,False,0,False,10,1077,18310.89,0.592,0.01,108.4,18419.29,0.024,17,633.75,2025-06-30,Twitter/X
LNC0597,CRE0016,Flight Deal Tracker,Travel & Adventure,Course,47,Micro,7932,True,6,False,10,387,18227.5,0.673,0.077,944.57,19172.07,0.066,8,2364.29,2025-08-22,Substack
LNC0598,CRE0109,Editing Course,Photography & Videography,Template,297,Micro,9624,True,3,True,3,399,118692.27,0.792,0.071,6674.3,125366.57,0.033,0,24643.78,2025-06-12,Instagram
LNC0599,CRE0348,Reading Log PDF,Parenting & Family,Guide,97,Micro,740,False,0,False,3,20,1967.14,0.779,0.01,15.32,1982.46,0.052,14,122.43,2025-11-10,Instagram
LNC0600,CRE0080,Pitch Deck Kit,Business & Entrepreneurship,Template,127,Mid,11457,False,0,False,10,554,70483.82,0.748,0.01,527.22,71011.04,0.072,13,4837.91,2024-05-12,Twitter/X
LNC0601,CRE0026,Itinerary Bundle,Travel & Adventure,Course,37,Mid,8640,True,3,False,5,299,11094.76,0.746,0.104,860.78,11955.54,0.075,19,3067.63,2025-07-24,Twitter/X
LNC0602,CRE0441,Baking Masterclass,Food & Cooking,Course,127,Mid,15306,True,3,True,14,627,79685.62,0.688,0.106,5811.31,85496.93,0.043,20,15156.35,2025-02-02,Twitter/X
LNC0603,CRE0347,Journal Prompts PDF,Personal Development,Preset Pack,67,Mid,26284,True,5,False,14,922,61838.75,0.629,0.108,4200.83,66039.58,0.02,10,15219.25,2025-06-23,Substack
LNC0604,CRE0299,Knife Skills Course,Food & Cooking,Template,197,Micro,9750,True,5,False,14,402,79390.78,0.653,0.092,4769.48,84160.26,0.063,11,18648.75,2025-11-11,TikTok
LNC0605,CRE0119,Exam Prep Kit,Education & Online Courses,Course,67,Micro,2109,False,0,False,5,35,2359.02,0.775,0.01,18.28,2377.3,0.027,7,87.38,2024-05-31,Instagram
LNC0606,CRE0271,Zero-Waste Starter Guide,Sustainable Living,Template,197,Mid,39645,True,7,True,3,1305,257261.36,0.671,0.098,16916.99,274178.35,0.053,19,46820.15,2024-12-12,Instagram
LNC0607,CRE0334,Recipe eBook,Food & Cooking,Template,17,Micro,5301,True,6,False,7,56,966.7,0.571,0.091,50.23,1016.93,0.051,8,183.39,2025-06-23,TikTok
LNC0608,CRE0153,Vet Visit Checklist,Pet Care,Preset Pack,37,Micro,907,True,5,True,5,25,953.49,0.66,0.085,53.49,1006.98,0.07,1,9.61,2025-05-11,Substack
LNC0609,CRE0160,Goal Setting Workbook,Personal Development,Course,97,Micro,2906,False,0,False,5,35,3412.12,0.668,0.01,22.79,3434.91,0.021,3,593.81,2025-04-05,TikTok
LNC0610,CRE0328,Experiment Bundle,Science & Space,Preset Pack,17,Mid,16504,True,7,True,14,671,11420.34,0.55,0.072,452.25,11872.59,0.019,15,2771.1,2025-02-02,YouTube
LNC0611,CRE0285,Pet First Aid Guide,Pet Care,Preset Pack,67,Mid,43326,True,6,True,14,1665,111572.22,0.623,0.07,4865.66,116437.88,0.036,16,25054.07,2026-02-01,YouTube
LNC0612,CRE0571,Composition Guide,Photography & Videography,Bundle,27,Macro,50785,True,7,False,10,801,21636.36,0.647,0.035,489.96,22126.32,0.018,20,1048.45,2024-06-12,LinkedIn
LNC0613,CRE0025,Zero-Waste Starter Guide,Sustainable Living,Bundle,197,Micro,4790,True,5,True,14,75,14920.71,0.612,0.084,767.04,15687.75,0.024,3,1173.24,2025-04-20,Substack
LNC0614,CRE0308,Note-Taking Bundle,Education & Online Courses,eBook,127,Micro,8625,True,5,True,7,304,38618.07,0.631,0.058,1413.34,40031.41,0.039,9,10763.11,2024-08-05,LinkedIn
LNC0615,CRE0194,Cold Email Scripts,Business & Entrepreneurship,Guide,17,Mega,180042,True,4,False,7,5126,87144.93,0.593,0.088,4547.57,91692.5,0.027,15,12316.17,2024-06-14,LinkedIn
LNC0616,CRE0367,Learning Roadmap,Education & Online Courses,Guide,37,Mid,22061,True,7,True,7,725,26840.37,0.628,0.087,1466.45,28306.82,0.067,12,1663.78,2025-09-23,Substack
LNC0617,CRE0445,Colour Analysis Guide,Beauty & Fashion,Template,127,Mega,319461,True,6,True,10,3836,487195.57,0.763,0.103,38288.21,525483.78,0.013,6,102191.71,2025-02-07,LinkedIn
LNC0618,CRE0001,Reading Log PDF,Parenting & Family,Bundle,37,Micro,6475,False,0,False,5,278,10313.99,0.65,0.01,67.04,10381.03,0.03,13,2380.84,2026-01-10,LinkedIn
LNC0619,CRE0142,Phrase Book PDF,Language Learning,Bundle,297,Macro,25956,True,3,True,7,952,283001.4,0.596,0.054,9108.12,292109.52,0.014,9,8763.13,2026-01-01,TikTok
LNC0620,CRE0049,Pet First Aid Guide,Pet Care,Guide,47,Micro,3503,True,7,False,7,72,3403.86,0.698,0.041,97.41,3501.27,0.037,9,353.09,2025-09-20,Substack
LNC0621,CRE0160,Sample Pack,Music & Audio Production,Guide,97,Mid,15544,False,0,False,10,227,22087.0,0.772,0.01,170.51,22257.51,0.04,15,4530.26,2025-03-10,Instagram
LNC0622,CRE0206,Colour Analysis Guide,Beauty & Fashion,eBook,297,Mid,32473,True,4,False,3,363,108059.89,0.626,0.07,4735.18,112795.07,0.049,12,9164.41,2024-07-15,TikTok
LNC0623,CRE0257,Improv Exercise Pack,Comedy & Entertainment,eBook,67,Mid,48534,True,6,True,5,2390,160191.07,0.745,0.055,6563.83,166754.9,0.068,17,30052.22,2024-09-20,Instagram
LNC0624,CRE0055,Editing Course,Photography & Videography,Template,197,Macro,54769,False,0,False,7,1026,202279.6,0.644,0.01,1302.68,203582.28,0.04,17,52273.88,2025-01-09,YouTube
LNC0625,CRE0113,Cold Email Scripts,Business & Entrepreneurship,Template,127,Macro,96275,True,3,True,10,2598,330011.79,0.626,0.091,18799.45,348811.24,0.032,18,87503.52,2024-04-25,Instagram
LNC0626,CRE0320,Study System PDF,Education & Online Courses,Preset Pack,197,Micro,1239,True,6,True,7,20,3969.37,0.582,0.037,85.48,4054.85,0.027,3,80.31,2025-06-23,Substack
LNC0627,CRE0104,Habit Tracker Notion,Personal Development,Template,17,Micro,4746,False,0,False,14,225,3837.28,0.619,0.01,23.75,3861.03,0.024,11,506.61,2024-07-17,Substack
LNC0628,CRE0165,Pricing Playbook,Business & Entrepreneurship,eBook,37,Mid,14234,True,6,True,14,352,13048.41,0.604,0.069,543.81,13592.22,0.019,12,3460.77,2026-01-30,Substack
LNC0629,CRE0226,Itinerary Bundle,Travel & Adventure,Course,297,Mid,38858,False,0,False,7,1079,320717.19,0.619,0.01,1985.24,322702.43,0.05,8,88486.56,2025-05-20,TikTok
LNC0630,CRE0161,Reading Log PDF,Parenting & Family,eBook,97,Micro,1932,True,5,False,10,50,4885.34,0.595,0.108,313.93,5199.27,0.077,5,426.01,2024-12-19,Instagram
LNC0631,CRE0153,Eco Swap Checklist,Sustainable Living,Template,197,Mid,34941,True,4,False,3,1354,266758.61,0.712,0.09,17093.89,283852.5,0.078,8,18947.93,2025-12-15,Twitter/X
LNC0632,CRE0494,Morning Routine Guide,Personal Development,Guide,67,Micro,11413,True,7,False,3,525,35214.51,0.627,0.08,1766.36,36980.87,0.018,2,1439.9,2024-05-15,Substack
LNC0633,CRE0348,Pet Nutrition Sheet,Pet Care,eBook,197,Macro,89707,False,0,False,5,3354,660738.07,0.569,0.01,3759.6,664497.67,0.036,16,63229.15,2025-08-19,YouTube
LNC0634,CRE0295,Reading Log PDF,Parenting & Family,eBook,37,Mid,9001,True,7,False,7,155,5763.93,0.713,0.059,242.47,6006.4,0.07,0,1509.11,2025-10-30,TikTok
LNC0635,CRE0438,Automation Course,Technology & Software,Preset Pack,297,Mid,11428,True,6,False,14,568,168981.28,0.597,0.065,6557.32,175538.6,0.074,13,15721.76,2025-07-08,Twitter/X
LNC0636,CRE0324,Meal Prep Guide,Food & Cooking,eBook,17,Micro,3391,False,0,False,5,43,731.82,0.598,0.01,4.38,736.2,0.025,8,41.15,2024-08-26,LinkedIn
LNC0637,CRE0425,Experiment Bundle,Science & Space,eBook,197,Micro,2034,True,3,True,5,46,9079.8,0.552,0.042,210.51,9290.31,0.016,8,1868.67,2024-04-19,TikTok
LNC0638,CRE0217,Colour Analysis Guide,Beauty & Fashion,Bundle,17,Mid,8279,True,6,False,7,327,5567.77,0.759,0.07,295.82,5863.59,0.011,16,92.1,2024-04-08,Twitter/X
LNC0639,CRE0119,Makeup Masterclass,Beauty & Fashion,Course,67,Mid,36436,True,3,False,3,793,53155.74,0.649,0.032,1103.94,54259.68,0.03,16,4409.44,2025-07-04,TikTok
LNC0640,CRE0055,Reading Log PDF,Parenting & Family,Bundle,47,Micro,1709,True,7,False,10,68,3224.69,0.558,0.04,71.98,3296.67,0.033,2,520.83,2025-06-12,Instagram
LNC0641,CRE0576,Launch Checklist,Business & Entrepreneurship,Course,67,Micro,3563,False,0,False,3,99,6656.31,0.627,0.01,41.74,6698.05,0.037,15,580.98,2024-10-23,Substack
LNC0642,CRE0048,Storytelling Course,Comedy & Entertainment,Bundle,67,Micro,3578,True,6,True,14,69,4639.08,0.591,0.03,82.25,4721.33,0.068,7,366.99,2024-08-31,LinkedIn
LNC0643,CRE0585,Accent Reduction Guide,Language Learning,Course,127,Mid,11178,True,6,False,10,527,66968.11,0.617,0.047,1942.01,68910.12,0.03,13,19622.94,2025-03-14,TikTok
LNC0644,CRE0094,Baking Masterclass,Food & Cooking,Preset Pack,127,Mid,8119,False,0,False,7,189,24108.05,0.764,0.01,184.19,24292.24,0.049,19,4442.38,2024-09-15,Twitter/X
LNC0645,CRE0080,Mixing Template,Music & Audio Production,Preset Pack,97,Mid,7050,False,0,False,3,284,27560.75,0.577,0.01,159.03,27719.78,0.029,6,3948.9,2024-12-28,Twitter/X
LNC0646,CRE0540,Chord Progression PDF,Music & Audio Production,Preset Pack,297,Mid,22906,True,3,False,7,600,178248.59,0.735,0.039,5109.5,183358.09,0.064,6,19374.68,2025-01-21,TikTok
LNC0647,CRE0030,Pet First Aid Guide,Pet Care,Preset Pack,197,Mid,16998,True,4,True,14,264,52151.25,0.652,0.05,1700.13,53851.38,0.011,6,14146.31,2025-10-12,TikTok
LNC0648,CRE0498,Sleep Schedule Guide,Parenting & Family,Course,297,Mid,15073,True,3,False,3,710,211065.41,0.57,0.063,7579.36,218644.77,0.018,0,23168.67,2025-10-18,LinkedIn
LNC0649,CRE0546,Chord Progression PDF,Music & Audio Production,eBook,97,Mid,5415,True,5,False,14,107,10445.79,0.712,0.092,684.24,11130.03,0.043,4,131.48,2025-09-07,LinkedIn
LNC0650,CRE0564,Sustainability Tracker,Sustainable Living,eBook,297,Micro,4913,False,0,False,14,103,30698.05,0.69,0.01,211.82,30909.87,0.044,10,8597.01,2024-05-04,Substack
LNC0651,CRE0019,Launch Checklist,Business & Entrepreneurship,Bundle,197,Mid,14269,False,0,False,3,225,44478.68,0.712,0.01,316.69,44795.37,0.011,2,4996.3,2024-10-06,Twitter/X
LNC0652,CRE0319,Crypto Guide,Finance & Investing,Course,197,Mega,399662,False,0,False,7,14465,2849789.91,0.595,0.01,16956.25,2866746.16,0.065,9,268986.4,2024-10-06,LinkedIn
LNC0653,CRE0397,Vet Visit Checklist,Pet Care,Template,197,Macro,36786,True,4,True,5,889,175307.2,0.578,0.036,3647.79,178954.99,0.033,3,31111.64,2025-06-20,Twitter/X
LNC0654,CRE0375,Study Schedule,Language Learning,Guide,97,Micro,1334,True,4,False,10,19,1919.77,0.607,0.068,79.24,1999.01,0.059,11,159.86,2024-04-01,LinkedIn
LNC0655,CRE0215,Skincare Routine PDF,Beauty & Fashion,Bundle,37,Micro,866,True,7,True,10,27,1018.76,0.667,0.041,27.86,1046.62,0.058,8,140.0,2025-05-14,LinkedIn
LNC0656,CRE0345,Capsule Wardrobe Guide,Beauty & Fashion,Bundle,197,Micro,1688,True,7,True,10,68,13432.78,0.774,0.09,935.73,14368.51,0.069,18,1011.48,2025-09-19,YouTube
LNC0657,CRE0367,City Guide Pack,Travel & Adventure,Preset Pack,297,Mega,350930,True,6,False,3,11984,3559489.11,0.657,0.083,194102.5,3753591.61,0.021,7,294519.77,2025-05-03,LinkedIn
LNC0658,CRE0571,Learning Roadmap,Education & Online Courses,Preset Pack,27,Macro,58053,True,7,False,10,1510,40789.81,0.645,0.054,1420.71,42210.52,0.026,16,10315.75,2025-10-14,TikTok
LNC0659,CRE0105,Zero-Waste Starter Guide,Sustainable Living,eBook,17,Mid,32218,True,6,False,5,444,7562.7,0.796,0.057,343.13,7905.83,0.02,5,985.97,2025-06-20,LinkedIn
LNC0660,CRE0107,Makeup Masterclass,Beauty & Fashion,eBook,297,Mid,26818,False,0,False,14,1048,311306.29,0.65,0.01,2023.49,313329.78,0.019,0,69792.64,2025-01-16,TikTok
LNC0661,CRE0194,Flight Deal Tracker,Travel & Adventure,Template,127,Mid,10326,True,6,False,5,148,18883.67,0.598,0.067,756.59,19640.26,0.03,8,1085.36,2025-09-22,TikTok
LNC0662,CRE0075,Flight Deal Tracker,Travel & Adventure,Preset Pack,47,Macro,18036,True,4,False,5,284,13380.23,0.726,0.105,1019.97,14400.2,0.039,19,1328.78,2025-01-30,LinkedIn
LNC0663,CRE0179,DIY Tutorial Bundle,Home Decor & Interior Design,Bundle,17,Micro,4546,True,4,False,14,165,2820.28,0.723,0.046,93.8,2914.08,0.057,7,157.59,2026-02-04,Substack
LNC0664,CRE0240,Styling Checklist,Home Decor & Interior Design,Preset Pack,197,Micro,873,True,3,False,3,24,4839.71,0.582,0.045,126.75,4966.46,0.025,8,557.84,2025-04-08,TikTok
LNC0665,CRE0200,Pricing Playbook,Business & Entrepreneurship,Preset Pack,127,Micro,3494,False,0,False,7,69,8871.13,0.651,0.01,57.75,8928.88,0.063,7,439.31,2025-10-08,YouTube
LNC0666,CRE0309,Automation Course,Technology & Software,Guide,37,Mid,20787,True,7,False,10,573,21206.96,0.696,0.108,1594.08,22801.04,0.055,5,488.12,2025-11-25,TikTok
LNC0667,CRE0186,Accent Reduction Guide,Language Learning,Guide,297,Mid,40967,True,4,False,14,1113,330773.14,0.687,0.045,10225.85,340998.99,0.012,5,43474.61,2025-11-22,YouTube
LNC0668,CRE0279,Morning Routine Guide,Personal Development,Template,27,Micro,1501,True,6,False,7,64,1731.28,0.612,0.046,48.74,1780.02,0.057,9,175.87,2024-04-14,Substack
LNC0669,CRE0514,Note-Taking Bundle,Education & Online Courses,Template,67,Micro,435,True,3,True,3,14,969.03,0.685,0.052,34.52,1003.55,0.065,19,107.17,2025-05-14,YouTube
LNC0670,CRE0143,Lightroom Preset Pack,Photography & Videography,Preset Pack,67,Mid,12513,False,0,False,14,488,32758.23,0.587,0.01,192.29,32950.52,0.013,0,8020.83,2024-12-14,Twitter/X
LNC0671,CRE0440,Sleep Schedule Guide,Parenting & Family,Guide,27,Micro,703,False,0,False,14,27,741.31,0.727,0.01,5.39,746.7,0.074,12,141.81,2025-01-26,LinkedIn
LNC0672,CRE0548,Journal Prompts PDF,Personal Development,Template,197,Nano,272,True,5,False,14,9,1925.05,0.719,0.044,60.9,1985.95,0.059,12,64.44,2025-06-18,LinkedIn
LNC0673,CRE0360,Capsule Wardrobe Guide,Beauty & Fashion,Preset Pack,127,Mid,8779,False,0,False,7,173,21993.92,0.669,0.01,147.14,22141.06,0.034,18,6178.22,2024-07-23,Instagram
LNC0674,CRE0295,Research Template,Education & Online Courses,Guide,197,Mid,40372,False,0,False,3,1295,255198.5,0.718,0.01,1832.33,257030.83,0.077,14,34189.09,2024-03-23,TikTok
LNC0675,CRE0596,Packing List PDF,Travel & Adventure,Preset Pack,127,Mid,15327,True,4,True,14,188,23906.41,0.752,0.056,1006.75,24913.16,0.059,5,1942.47,2026-01-18,Substack
LNC0676,CRE0346,Styling Checklist,Home Decor & Interior Design,Preset Pack,27,Mid,12349,False,0,False,10,366,9907.85,0.648,0.01,64.2,9972.05,0.028,1,1465.49,2025-06-13,Instagram
LNC0677,CRE0545,Study Cards Pack,Science & Space,Guide,27,Mid,34218,False,0,False,7,428,11573.93,0.567,0.01,65.62,11639.55,0.052,0,3326.56,2025-08-09,TikTok
LNC0678,CRE0297,Vocal Warm-Up Guide,Music & Audio Production,Bundle,37,Mid,18516,False,0,False,14,828,30672.64,0.73,0.01,223.91,30896.55,0.04,14,4927.02,2025-11-15,YouTube
LNC0679,CRE0428,Financial Freedom Course,Finance & Investing,eBook,47,Mid,11948,True,7,False,14,279,13139.5,0.656,0.069,594.75,13734.25,0.023,7,1715.7,2025-03-05,Instagram
LNC0680,CRE0323,Script Template,Comedy & Entertainment,Bundle,197,Nano,507,True,3,False,14,17,3527.17,0.663,0.091,212.8,3739.97,0.07,10,854.28,2025-01-20,Twitter/X
LNC0681,CRE0203,Budget Spreadsheet,Finance & Investing,Guide,37,Macro,84124,False,0,False,3,2455,90835.2,0.688,0.01,624.95,91460.15,0.053,5,6733.97,2025-06-07,TikTok
LNC0682,CRE0357,Accent Reduction Guide,Language Learning,Bundle,127,Micro,3403,True,6,False,5,41,5295.02,0.668,0.073,258.21,5553.23,0.018,7,1505.87,2025-11-05,YouTube
LNC0683,CRE0414,Makeup Masterclass,Beauty & Fashion,Course,97,Nano,938,True,3,True,10,9,917.39,0.669,0.1,61.37,978.76,0.052,17,14.99,2026-01-17,YouTube
LNC0684,CRE0182,Content Calendar,Comedy & Entertainment,Course,17,Nano,292,True,6,False,14,5,98.0,0.669,0.075,4.92,102.92,0.078,4,7.28,2024-12-02,TikTok
LNC0685,CRE0450,Colour Analysis Guide,Beauty & Fashion,Course,97,Micro,5196,True,6,False,14,132,12816.81,0.73,0.076,711.08,13527.89,0.032,4,1481.61,2025-05-06,Twitter/X
LNC0686,CRE0302,Dog Training Guide,Pet Care,Template,47,Mid,12306,False,0,False,14,372,17498.12,0.697,0.01,121.96,17620.08,0.015,8,3644.13,2025-12-11,LinkedIn
LNC0687,CRE0428,Clip Editing Template,Gaming & Esports,Preset Pack,17,Mega,205123,False,0,False,5,8176,138995.64,0.674,0.01,936.83,139932.47,0.021,3,23116.66,2025-05-25,Substack
LNC0688,CRE0428,Science Course,Science & Space,Course,197,Micro,2734,True,5,True,5,126,24873.04,0.676,0.034,571.68,25444.72,0.064,13,4878.62,2025-08-26,YouTube
LNC0689,CRE0112,Packing List PDF,Travel & Adventure,eBook,17,Micro,3868,True,4,False,14,134,2292.08,0.615,0.074,104.31,2396.39,0.046,17,270.26,2026-01-25,Twitter/X
LNC0690,CRE0043,Pitch Deck Kit,Business & Entrepreneurship,Guide,67,Micro,4711,False,0,False,5,198,13277.8,0.613,0.01,81.39,13359.19,0.018,19,1420.25,2025-04-28,Twitter/X
LNC0691,CRE0015,Script Template,Comedy & Entertainment,Course,47,Mid,40976,False,0,False,5,1313,61750.38,0.793,0.01,489.68,62240.06,0.067,0,9104.66,2025-12-26,Twitter/X
LNC0692,CRE0264,Stream Setup Checklist,Gaming & Esports,Course,97,Macro,44496,True,5,True,5,2177,211237.25,0.606,0.039,4992.38,216229.63,0.058,13,12963.83,2024-05-06,TikTok
LNC0693,CRE0213,Skincare Routine PDF,Beauty & Fashion,Course,17,Mid,16668,True,7,False,14,611,10388.53,0.774,0.093,747.79,11136.32,0.054,14,1744.0,2024-05-30,Twitter/X
LNC0694,CRE0047,Science Course,Science & Space,Guide,297,Mid,28985,True,5,False,7,671,199427.65,0.658,0.037,4855.27,204282.92,0.029,0,23069.01,2025-03-23,Twitter/X
